chembl_id;organism;canonical_smiles;AUC /ng.hr.mL-1
CHEMBL300577;Rattus norvegicus;Cc1cc(C)c(NC(=O)c2sccc2S(=O)(=O)Nc2onc(C)c2Cl)c(C(=O)N(C)C)c1;27200.0
CHEMBL300547;Rattus norvegicus;Cc1cc(C)c(NC(=O)c2sccc2S(=O)(=O)Nc2onc(C)c2Cl)c(C(=O)c2ccccc2)c1;141460.0
CHEMBL300061;Rattus norvegicus;Nc1c(O)nc2ccc(C(F)(F)F)cc2c1-c1cc(Cl)ccc1O;2704.0
CHEMBL299921;Rattus norvegicus;Cc1cc(C)c(NC(=O)c2sccc2S(=O)(=O)Nc2onc(C)c2Cl)c(-c2ncco2)c1;362500.0
CHEMBL29976;Rattus norvegicus;CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@@H](C(=O)NO)C1CCCC1)C(C)(C)C;2087.0
CHEMBL299609;Mus musculus;C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]1CO[C@@H](CC(=O)CC(=O)c2ccc(F)cc2)[C@H](O)[C@@H]1O;6800.0
CHEMBL298888;Rattus norvegicus;C[S+]([O-])c1ccc(C2=C(c3cccc(Cl)c3)C(=O)C(C)(C)O2)cc1;3610.0
CHEMBL298734;Mus musculus;NC(=O)N1CCC(CC(=O)N2CCC([C@H]3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1;41450.0
CHEMBL298725;Rattus norvegicus;COc1ccc(C(=O)/C(Cc2cc(OC)c(OC)c(OC)c2)=C(\C(=O)[O-])c2ccc3nsnc3c2)cc1F.[Na+];1630.0
CHEMBL298406;Rattus norvegicus;CN1CCc2cc(Cl)c(O)cc2[C@H]2c3ccccc3CC[C@@H]21;156.0
CHEMBL297979;Rattus norvegicus;CS(=O)(=O)[O-].C[N+](C)(C)CCCC(=O)OCOc1ccc(Cl)cc1Cn1nc(-c2ccc(C(F)(F)F)cc2)oc1=O;1258.6
CHEMBL297626;Rattus norvegicus;CC1(C)OC(c2ccc(S(C)(=O)=O)cc2)=C(c2cccc(Cl)c2)C1=O;12680.0
CHEMBL296468;Mus musculus;CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1;1510.0
CHEMBL296196;Rattus norvegicus;CC(C)[C@H](NS(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1)C(=O)O;170000.0
CHEMBL295871;Rattus norvegicus;O=C(O)C(CCSCc1ccccc1)NS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1;132000.0
CHEMBL295596;Rattus norvegicus;O=C1NCCN1CCN1CCCC(c2c(-c3ccccc3)[nH]c3ccccc23)C1;217.0
CHEMBL295124;Rattus norvegicus;COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2;24.18
CHEMBL294563;Rattus norvegicus;CC(=O)c1cc(C)cc(C)c1NC(=O)c1sc(C)cc1S(=O)(=O)Nc1onc(C)c1Cl;327000.0
CHEMBL294291;Rattus norvegicus;CC(=O)c1c(C)c(C)cc(C)c1NC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl;53800.0
CHEMBL293830;Rattus norvegicus;Cc1cc(C)c(NC(=O)c2sccc2S(=O)(=O)Nc2onc(C)c2Cl)c(C(=O)C2CC2)c1;364600.0
CHEMBL293704;Rattus norvegicus;CCOC(=O)CCNC(=O)N1CCC2(CC1)CN(c1ccc(C(=N)NO)cc1)C(=O)N2C;24.0
CHEMBL293499;Rattus norvegicus;Cc1c(C)c2c(c(C)c1OCc1ccccc1)C(CN1CCC[C@H]1COc1ccc(/C=C3\SC(=O)NC3=O)cc1)C(C)(C)O2;15500.0
CHEMBL293398;Rattus norvegicus;Cc1cc(C)c(NC(=O)c2sccc2S(=O)(=O)Nc2onc(C)c2Cl)c(Cl)c1;172300.0
CHEMBL29292;Rattus norvegicus;CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)O;11499.0
CHEMBL292710;Rattus norvegicus;OCC/N=C(\S)c1cccnc1S;3730.0
CHEMBL292625;Rattus norvegicus;Cc1cccc(C)c1C(=O)N1CCC(C)(N2CCC(Nc3ccc(Br)cc3)CC2)CC1;50000.0
CHEMBL292405;Mus musculus;COc1ccc(C(=O)/C=C(\C)C[C@@H]2OC[C@H](C[C@@H]3O[C@H]3[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]2O)cc1;5600.0
CHEMBL292376;Rattus norvegicus;COc1cccc([C@@H](C)NCCCc2ccccc2Cl)c1;0.022
CHEMBL291133;Rattus norvegicus;O=C(NCCCC[C@H](NS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1)C(=O)O)OCc1ccccc1;0.0
CHEMBL289831;Rattus norvegicus;Cc1ccc(C2(C(C)(C)C)OCCO2)cc1;1513000.0
CHEMBL289404;Mus musculus;O=C(Cc1ccncc1)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1;370.0
CHEMBL286771;Rattus norvegicus;O=C(c1ccc2oc(-c3cncc(Cn4cc(C(F)(F)F)ccc4=O)c3)cc2c1)N1CCC(N2C(=O)OCc3ccccc32)CC1;5400.0
CHEMBL286718;Rattus norvegicus;CC(C)C[C@@H](C(=O)N[C@H](C(=O)Nc1ccccn1)C(C)(C)C)[C@@H](C(=O)NO)C1CCCC1;899.0
CHEMBL28629;Mus musculus;Cn1c2ccnc(N3CCOCC3)c2c2ncnc(N3CCN(CCc4ccc(F)c(F)c4)CC3)c21;6320.0
CHEMBL286272;Mus musculus;CCNC(=O)c1c2n(c3c(N4CCN(CCc5ccc(F)c(F)c5)CC4)ncnc13)CCCC2;21120.0
CHEMBL285123;Mus musculus;N[C@H](CO)C(=O)O;46023.0
CHEMBL284906;Mus musculus;O=C(NCCO[N+](=O)[O-])c1cccnc1;121180.0
CHEMBL284024;Mus musculus;O=[N+]([O-])c1cc([N+](=O)[O-])c2[nH]c3c(N4CCN(CCc5ccc(F)c(F)c5)CC4)nc(CN4CCOCC4)nc3c2c1;30570.0
CHEMBL283438;Mus musculus;NC(=O)c1cccc2[nH]c3c(N4CCN(CCc5ccc(F)c(F)c5)CC4)ncnc3c12;76000.0
CHEMBL283387;Mus musculus;CC(C)(C)n1cc(C(=O)O)c(=O)c2cc(F)c(N3CC4CC3CN4)nc21;14000.0
CHEMBL281988;Rattus norvegicus;O=C(c1ccc2oc(CN3CCC[C@@H](n4cc(C(F)(F)F)ccc4=O)C3)cc2c1)N1CCC(N2C(=O)OCc3ccccc32)CC1;150.0
CHEMBL281066;Rattus norvegicus;CCC(CC)CNC(=O)c1ccc2c(c1)c(Cc1ccc(C(=O)NS(=O)(=O)c3ccccc3C)cc1OC)cn2C;5741.0
CHEMBL280981;Mus musculus;O=C(Nc1cccnc1)c1c2n(c3c(N4CCN(CCc5ccc(F)c(F)c5)CC4)ncnc13)CCCC2;46310.0
CHEMBL280664;Mus musculus;COc1cccc(-c2c(C)n(Cc3c(F)cccc3F)c(=O)n(C[C@@H](C)NCc3nccs3)c2=O)c1F;104.0
CHEMBL280662;Rattus norvegicus;Cn1c(-c2ccc(Cl)cc2)c(CCC(=O)N2CCC(O)(Cc3ccccc3)CC2)c2cc(Cl)ccc21;4.0
CHEMBL280099;Mus musculus;O=c1cc(-c2ccccc2F)[nH]c2cc3c(cc12)OCO3;417.0
CHEMBL279885;Mus musculus;CCC(CC)N[C@@H](C)Cn1c(=O)c(-c2cccc(OC)c2F)c(C)n(Cc2c(F)cccc2F)c1=O;110.0
CHEMBL279785;Rattus norvegicus;CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](O)C(=O)NO)C(C)(C)C;582.4
CHEMBL279442;Rattus norvegicus;Cn1c(-c2ccc(Cl)cc2)c(CCC(=O)N2CCC(O)(Cc3ccccc3)CC2)c2cc(Cl)cnc21;8.0
CHEMBL279053;Rattus norvegicus;CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(CC)noc12;620.0
CHEMBL278994;Rattus norvegicus;CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(-c3ccccc3)coc12;3140.0
CHEMBL27885;Rattus norvegicus;CCN(C/C=C/C#CC(C)(C)C)Cc1cccc(OCc2cc(-c3ccsc3)cs2)c1;1392.0
CHEMBL276144;Rattus norvegicus;CCCC(=O)O.C[C@H]1CN(C(=O)N2Cc3c(C(=O)OC(C)(C)C)ncn3-c3ccc(Cl)cc32)C[C@@H](C)N1;3570.0
CHEMBL276143;Rattus norvegicus;C[C@H]1CN(C(=O)N2Cc3c(C(=O)OC(C)(C)C)ncn3-c3ccc(Cl)cc32)C[C@@H](C)N1C;3570.0
CHEMBL275391;Rattus norvegicus;COc1cc(OC)c2c(=O)cc(-c3ccccc3)oc2c1;7010.0
CHEMBL274872;Rattus norvegicus;COc1ccc(NC(=O)c2cc(OCCCN(C)C)nn2Cc2ccccc2)cc1Cl;32.6
CHEMBL274350;Rattus norvegicus;COc1cc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)ccc1NC(=O)Nc1ccccc1Br;6450.0
CHEMBL273688;Rattus norvegicus;COc1ccc(-c2ccccc2)cc1NC(=O)c1cc(OCCCN(C)C)nn1Cc1ccccc1;130.5
CHEMBL273348;Mus musculus;NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1;36000.0
CHEMBL273191;Rattus norvegicus;CC(c1ccc(-c2ccsc2)cc1)n1ccnc1;24900.0
CHEMBL273054;Rattus norvegicus;O=C(O)c1ccc(Cn2cnc3ccc(C#CCc4ccccc4)cc3c2=O)cc1;12400.0
CHEMBL272888;Rattus norvegicus;Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1;419.0
CHEMBL272850;Rattus norvegicus;COc1cc(OC)cc(C(=O)Nc2ccc(C)c(C(=O)Nc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc3)c2)c1;528.0
CHEMBL272822;Rattus norvegicus;COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)Nc3ccc(F)cc3)c2cc1OC;2600.0
CHEMBL272789;Rattus norvegicus;CC(C)(C)c1ccc(S(=O)(=O)N2CCC3=Cc4c(cnn4-c4ccc(F)cc4)C[C@]3(C)C2)cc1;1009.0
CHEMBL272693;Rattus norvegicus;COc1cc2nccc(Oc3ccc4c(C(=O)Nc5ccncc5)cccc4c3)c2cc1OC;10980.0
CHEMBL272584;Rattus norvegicus;CC(C)Oc1cc(-c2ccc(CCNC[C@H](O)c3cccc(Cl)c3)cc2)ccc1C(=O)O;700.0
CHEMBL272538;Rattus norvegicus;Cc1ccc(N2CCN(C(=O)[C@@H]3CN(C4CCOCC4)C[C@H]3c3ccc(Cl)cc3)CC2)c([C@@H](NC(=O)CCN(C)C)C(C)C)c1;114.0
CHEMBL272261;Rattus norvegicus;COc1cccc(CNC(=O)c2cc3c(=O)n(Cc4ccc(C(=O)O)cc4)cnc3cc2F)c1;1470.0
CHEMBL272250;Rattus norvegicus;COc1cc2nccc(Oc3ccc4c(C(=O)NC5CC5)cccc4c3)c2cc1C(N)=O;900.0
CHEMBL272245;Rattus norvegicus;O=c1c2cc(C#CCc3ccccc3)ccc2ncn1Cc1cc(F)c(O)c(F)c1;41.0
CHEMBL272198;Rattus norvegicus;COc1cc2nccc(Oc3ccc4c(C(=O)NC5CC5)cccc4c3)c2cc1OC;50228.0
CHEMBL272114;Rattus norvegicus;Cn1cnc2cc(C#N)c(-c3ccccc3Cl)c(CN)c21;22100.0
CHEMBL271984;Mus musculus;COc1cc2nccc(Oc3ccc4c(C(N)=O)cccc4c3)c2cc1OC;1498.0
CHEMBL271945;Rattus norvegicus;CC(C)Oc1cc(-c2ccc(CCNC[C@H](O)c3ccccc3)cc2)ccc1C(=O)O;565.0
CHEMBL271535;Rattus norvegicus;O=C(O)c1ccc(Cn2cnc3cnc(C(=O)NCc4cccc(C(F)(F)F)c4)cc3c2=O)cc1;1010.0
CHEMBL271428;Rattus norvegicus;COC[C@]12Cc3cnn(-c4ccc(F)cc4)c3C=C1CCN(S(=O)(=O)c1ccc(C(F)(F)F)cc1)C2;966.0
CHEMBL271227;Rattus norvegicus;CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC=C(c5cccnc5)[C@@]4(C)CC[C@@H]32)C1;4015.0
CHEMBL271188;Rattus norvegicus;COCCNC(=O)c1cccc2cc(Oc3ccnc4cc(OC)c(OC)cc34)ccc12;3771.0
CHEMBL271141;Rattus norvegicus;Cc1ccc(NC(=O)c2ccc3c(c2)OC(F)(F)O3)cc1C(=O)Nc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1;58.0
CHEMBL271140;Rattus norvegicus;Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2C)cc1C(=O)Nc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1;92.0
CHEMBL271039;Rattus norvegicus;Cc1nc([C@H](C(=O)N2CCOCC2)N2C(=O)[C@@H](C3Cc4ccccc4C3)NC(=O)[C@H]2CC(C)C)co1;3633.0
CHEMBL27102;Mus musculus;COc1cccc(CNC(=O)c2c3n(c4c(N5CCN(CCc6ccc(F)c(F)c6)CC5)ncnc24)CCCC3)c1OC;12000.0
CHEMBL270960;Rattus norvegicus;Cc1ccc(-c2nc(CCCC[C@H]3CO[C@@](C)(C(=O)O)OC3)c(C)o2)cc1;99.96
CHEMBL270954;Rattus norvegicus;COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)Nc3ccc(C)cc3)c2cc1C(N)=O;650.0
CHEMBL270908;Rattus norvegicus;Cn1c(C#N)ccc1-c1ccc2c(c1)C(C)(C)C(=O)N2;937.0
CHEMBL270838;Rattus norvegicus;CC(C)(C)c1ccc(S(=O)(=O)N2CCC3=Cc4c(cnn4-c4ccc(F)cc4)C[C@]3(CN3CCOCC3)C2)cc1;302.0
CHEMBL270591;Rattus norvegicus;CCS(=O)(=O)CCN(C(=O)Cc1ccc(F)c(C(F)(F)F)c1)[C@H](C)c1nc(C2CC2)cn1-c1ccc(C#N)cc1;95000.0
CHEMBL270548;Rattus norvegicus;COc1cc2nccc(Oc3ccc4c(c3)OCCN4C(=O)Nc3ccc(Cl)cc3)c2cc1OC;7900.0
CHEMBL270515;Mus musculus;CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1cccc(-c2ccccc2)n1)[C@@H](C)O)B(O)O;2910.0
CHEMBL270502;Rattus norvegicus;COc1ccc(CNC(=O)c2ccc3ncn(Cc4ccc(C(=O)O)cc4)c(=O)c3c2)cc1;377.0
CHEMBL270480;Rattus norvegicus;COc1ccc(CNC(=O)c2ccc3ncn(Cc4ccc(OC)cc4)c(=O)c3c2)cc1;1720.0
CHEMBL270083;Rattus norvegicus;N[C@H]1CCCC[C@H]1NC(=O)P(=O)(O)O;127283.33
CHEMBL270050;Rattus norvegicus;COc1ccc(CNC(=O)c2cc3c(=O)n(Cc4ccc(C(=O)O)cc4)cnc3cn2)cc1;13400.0
CHEMBL269924;Rattus norvegicus;CC(C)Cn1c2ccc(C(=O)c3sccc3Cl)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3;5145.0
CHEMBL269915;Rattus norvegicus;COc1cc2nccc(Oc3ccc4c(C(=O)Nc5ccccn5)cccc4c3)c2cc1OC;1240.0
CHEMBL269732;Mus musculus;C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC;1617.0
CHEMBL269575;Rattus norvegicus;CS(=O)(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)NCc1ccc(C(=N)N)cc1)C(c1ccccc1)c1ccccc1;263000.0
CHEMBL269553;Rattus norvegicus;CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)OC([C@H](C)C[C@@H]2CC[C@@H](OC(=O)N(C)OC)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C;132.0
CHEMBL269006;Rattus norvegicus;O=C1OC[C@H]2[C@@H]1Cc1ccc(F)cc1[C@@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1;5050.0
CHEMBL267678;Rattus norvegicus;Cc1ccc(Sc2cncc3sc(C(N)=O)cc23)cc1;131.0
CHEMBL26753;Rattus norvegicus;CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@@H](C(=O)NO)C1CC1)C(C)(C)C;1024.0
CHEMBL267345;Mus musculus;C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C(=O)O)[C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](C)[C@@H](O)[C@H]1C)O2;63983.0
CHEMBL266647;Mus musculus;CC(C)C[C@H](NC(=O)CCN(C)C)c1cc(Cl)ccc1N1CCN(C(=O)[C@H](C)Cc2ccc(Cl)cc2)CC1;3073.0
CHEMBL266510;Rattus norvegicus;COc1ccc(Cl)cc1[C@]1(F)C(=O)Nc2cc(C(F)(F)F)ccc21;320.0
CHEMBL26599;Mus musculus;NC(=O)c1c2n(c3c(N4CCN(CCc5ccc(F)c(F)c5)CC4)ncnc13)CCCC2;44920.0
CHEMBL265478;Rattus norvegicus;CC(CO)/N=C(\N)c1c(O)nsc1Nc1ccc(Oc2cccc(C(F)(F)F)c2)cc1;28654.0
CHEMBL265273;Rattus norvegicus;O=C(O)CCC[C@H](O)[C@H](O)/C=C/C=C/C#C/C=C/[C@@H](O)COc1ccc(F)cc1;900.0
CHEMBL265089;Rattus norvegicus;CC(C)C(=O)Nc1cccc([C@]23CC[C@@H](N(CCCN4CCN(C)CC4)C(=O)Nc4ccc(F)c(Cl)c4)[C@H]2C3)c1;339.0
CHEMBL26485;Mus musculus;O=C(NCc1ccccn1)c1c2n(c3c(N4CCN(CCc5ccc(F)c(F)c5)CC4)ncnc13)CCCC2;7380.0
CHEMBL264623;Rattus norvegicus;CCCC(NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C(C)C)C(C)C)C(=O)C(=O)NC1CC1;2860.0
CHEMBL264241;Mus musculus;CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1;96000.0
CHEMBL263683;Rattus norvegicus;CCCC[C@H](N[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C[C@H](C(=O)NCc1ccccn1)C(C)C;6866.67
CHEMBL263555;Rattus norvegicus;CC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C;7310.0
CHEMBL263354;Rattus norvegicus;CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(C)(NC(=O)OCc3cc(C)c(OC(=O)C(C)NC(=O)COCCO)c(C)c3)C(O)C(C)O2)Oc2ccc(cc2Cl)[C@H]1O;282200.0
CHEMBL263039;Rattus norvegicus;N/C(=N\CCC(O)CO)c1c(O)nsc1Nc1ccc(Oc2cc(Cl)ccc2Cl)cc1;2020.0
CHEMBL26285;Rattus norvegicus;COC(=O)c1ccc2oc(C(=O)C(Cc3ccccc3)NC(=O)Cn3c(-c4cccc(OC)c4)ncc(N)c3=O)nc2c1;107600.0
CHEMBL262777;Rattus norvegicus;CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O;139.8
CHEMBL262707;Rattus norvegicus;O=C(CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12)NCCCCCC(=O)N[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H]3O)[C@@H]2O)[C@@H]1O;6500.0
CHEMBL261283;Mus musculus;CCCCCCOc1ccc(N2CCN(c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)c(OS(=O)(=O)[O-])c5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)C([C@@H](C)O)NC4=O)cc3)CC2)cc1.[Na+];105000.0
CHEMBL260933;Rattus norvegicus;CCCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc2n(CC)c1=O;6500.0
CHEMBL260861;Rattus norvegicus;COc1cc(Nc2nn3c(N[C@H](CO)Cc4ccccc4)cc(C4CC4)nc3c2C(N)=O)cc(OC)c1;1990.0
CHEMBL260674;Rattus norvegicus;O=C(O)CN1C(=O)[C@@]2(CC(=O)N(Cc3ccccc3F)C2=O)c2cc(Cl)ccc21;1250.0
CHEMBL260672;Rattus norvegicus;O=C(O)CN1C(=O)[C@@]2(CC(=O)N(Cc3cc(Cl)ccc3F)C2=O)c2cc(Cl)ccc21;1910.0
CHEMBL260531;Rattus norvegicus;COCCNC(=O)c1cccc2cc(Oc3ccnc4cc(OC)c(C(N)=O)cc34)ccc12;164.0
CHEMBL260408;Rattus norvegicus;CCCCCCCOC(=O)[C@@]1(F)C[C@@H]1[C@@](N)(CC1c2ccccc2Oc2ccccc21)C(=O)O;78000.0
CHEMBL260117;Mus musculus;CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)c(OS(=O)(=O)[O-])c5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)C([C@@H](C)O)NC4=O)cc3)no2)cc1.[Na+];78000.0
CHEMBL260015;Rattus norvegicus;c1ccc(-c2nn3c(c2-c2ccnc4cc(OCCN5CCOCC5)ccc24)CCC3)nc1;1000.0
CHEMBL259940;Rattus norvegicus;Cc1noc(-c2ccccc2)c1CN1CC2(CC1=O)C(=O)N(CC(=O)O)c1ccc(Cl)cc12;247.0
CHEMBL259856;Rattus norvegicus;Cc1cc(SCc2nc(-c3ccc(Cl)c(Cl)c3)ns2)ccc1OC(C)(C)C(=O)O;2401.0
CHEMBL259821;Rattus norvegicus;CN(C)CC(=O)Nc1ccc2c(-c3c(-c4ccccn4)nn4c3CCC4)ccnc2c1;398.0
CHEMBL259772;Rattus norvegicus;CCCn1c(=O)c2[nH]c(-c3cnn(-c4ccc(C(F)(F)F)nc4)c3)nc2n(CC)c1=O;5300.0
CHEMBL259632;Mus musculus;CC(C)[C@H](O)C(=O)N[C@@H]1C(=O)N[C@@H](C(C)C)c2nc3c(o2)[C@]24c5ccc(cc5N[C@H]2Oc2ccc1cc24)-c1cccc2[nH]cc(c12)-c1cnc-3o1;50170.41
CHEMBL259247;Rattus norvegicus;Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cncnc1;2286.0
CHEMBL259114;Rattus norvegicus;CCCCn1c(=O)c2cccnc2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1;3380.0
CHEMBL259084;Rattus norvegicus;O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1;13800.0
CHEMBL259060;Rattus norvegicus;COC(=O)c1c(-c2ccccc2)c2cc(Br)ccc2c(=O)n1Cc1ccc(S(C)(=O)=O)cc1;2395.0
CHEMBL25892;Rattus norvegicus;CC(C)C(NC(=O)Cn1c(-c2ccccc2)ncc(N)c1=O)C(=O)c1nnc(C(C)(C)C)o1;3050.0
CHEMBL258734;Rattus norvegicus;CC(C)(C)OC(=O)N[C@H]1CCCCC/C=C\[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@@H](OC(=O)N3Cc4cccc(F)c4C3)CN2C1=O;1750.0
CHEMBL258618;Rattus norvegicus;CCC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1cc(C(=O)NC2CC2)n(C)n1;234.4
CHEMBL258260;Rattus norvegicus;CO[C@@H]1CN(C[C@@H]2Cc3ccc(NC(=O)C(C)C)cc3C2)CC[C@H]1n1c(C)nc2cc(C)ccc21;8525.0
CHEMBL258056;Rattus norvegicus;OC1CCc2c(Cl)ccc(Nc3cc(-c4ccc(C(F)(F)F)cc4)ncn3)c2C1;3400.0
CHEMBL258015;Rattus norvegicus;CO/N=C(\C)c1ccc2c(c1)c1c3c(c4c(c1n2CC(C)C)CCc1nn(C)cc1-4)C(=O)NC3;2762.0
CHEMBL257991;Rattus norvegicus;O=C(Nc1ccccc1-c1cn2c(CN3CCNCC3)csc2n1)c1cnc2ccccc2n1;3714.0
CHEMBL257852;Rattus norvegicus;Cn1c(=O)[nH]c2ccc(-c3ccccc3Cl)c(CN)c21;9000.0
CHEMBL257834;Mus musculus;CC(C)(C)CN1CCC(NC(=O)c2csc(NC(=O)c3ccc4cc5n(c4c3)C3(CCC3)CNC5=O)n2)CC1;165.0
CHEMBL257602;Rattus norvegicus;C=CCN(CC)C(=O)[C@@]1(c2ccsc2)C[C@H]1CN;502.0
CHEMBL257280;Rattus norvegicus;CO[C@@H]1CN(C[C@H]2Cc3ccc(C#N)cc3C2)CC[C@H]1n1c(C(C)(C)O)nc2cc(C)ccc21;4730.0
CHEMBL257088;Rattus norvegicus;CN(c1cccn(O)c1=O)S(=O)(=O)c1ccc(Oc2ccc(Cl)cc2)cc1;179000.0
CHEMBL257000;Rattus norvegicus;CC(=O)N1CCc2c(nc(C)n2[C@H]2C[C@@H]3CC[C@H](C2)N3CCCN(C(=O)Nc2ccc(C(F)(F)F)cc2)c2ccccc2)C1;2890.0
