chembl_id;organism;canonical_smiles;AUC /ng.hr.mL-1
CHEMBL2023585;Rattus norvegicus;CN(C(=O)N1CCC(CN2C(=O)Nc3ccc(Cl)cc3S2(=O)=O)CC1)C1CCCCCC1;147.0
CHEMBL2023525;Rattus norvegicus;COc1ncc(-c2ccc(B3OC(C)(C)C(C)(C)O3)cc2)cn1;2100.0
CHEMBL2023524;Rattus norvegicus;C[C@@](CCn1ccc(-c2ccc(-n3nccn3)cc2)cc1=O)(C(=O)NO)S(C)(=O)=O;5200.0
CHEMBL2023429;Rattus norvegicus;O=C(c1cccc(CN2C(=O)Nc3ccc(Cl)cc3S2(=O)=O)c1)N(C1CCCCCC1)C1CC1;15.5
CHEMBL2023402;Rattus norvegicus;COc1ccc(-c2ccn(CC[C@](C)(C(=O)NO)S(C)(=O)=O)c(=O)c2)c(F)c1;2300.0
CHEMBL2023231;Mus musculus;COc1ccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(C)c5)cnc(N)c34)cc2)cc1;5220.0
CHEMBL2023125;Rattus norvegicus;CN[C@H](CNC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(Cl)c2)C1)C[C@H]1CCCOC1.O=C(O)/C=C/C(=O)O;477.0
CHEMBL2023121;Rattus norvegicus;CNC[C@H](C[C@H]1CCCOC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(Cl)c2)C1.O=C(O)/C=C/C(=O)O;167.0
CHEMBL2023120;Rattus norvegicus;CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(Cl)c2)C1.O=C(O)/C=C/C(=O)O;301.0
CHEMBL2023054;Mus musculus;CC(C)=CCOc1cc(Oc2ccc(S(=O)(=O)N3CC[C@H](F)C3)cc2)cc(C(=O)Nc2ncc(F)s2)c1;1790.0
CHEMBL2022997;Mus musculus;Cc1cccc(C(CCCN)(c2ccccc2)c2ccccc2)c1;10.0
CHEMBL2022994;Mus musculus;Cc1cccc(C(CCC(N)C(=O)O)(c2ccccc2)c2ccccc2)c1;13100.0
CHEMBL2022903;Rattus norvegicus;CCc1cc(CN2CC(C(=O)O)C2)sc1-c1ncc(-c2ccc(OC(C)C)c(C)c2)s1;5140.0
CHEMBL2022881;Rattus norvegicus;COc1ccc(-c2cc(O)nc(N)n2)cc1;4110.0
CHEMBL2022862;Rattus norvegicus;C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=Cc5c(cnn5-c5ccccc5)C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CSc1cnc2ccccc2n1;64.0
CHEMBL2022858;Rattus norvegicus;C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=Cc5c(cnn5-c5ccc(F)cc5)C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO;1044.0
CHEMBL2022856;Mus musculus;C[C@@H](O)Cn1cc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5cccc(F)c5)cc4)csc23)cn1;14600.0
CHEMBL2022798;Mus musculus;CC(C)=CCOc1cc(Oc2ccc(S(=O)(=O)C3CC3)cc2)cc(C(=O)Nc2nccs2)c1;39800.0
CHEMBL2022656;Rattus norvegicus;C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=Cc5c(cnn5-c5ccccc5)C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CSc1nc2ncccc2o1;2034.0
CHEMBL2022651;Rattus norvegicus;C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=Cc5c(cnn5-c5ccccc5)C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO;2484.0
CHEMBL2021940;Rattus norvegicus;COCCCC[C@@](O)(c1cccc(Cl)c1F)[C@@H]1CCCN(C(=O)NC[C@@H](N)CC2CCCCC2)C1.O=C(O)/C=C/C(=O)O;269.0
CHEMBL2021600;Rattus norvegicus;C[C@H](Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ncc(C(F)(F)F)cc2F)CC1)C(C)(C)C;8670.0
CHEMBL2019112;Rattus norvegicus;COc1cc(N2CCN(C(C)=O)CC2)ccc1-c1nc2snc(C3CCCCC3)c2c(=O)[nH]1;2877.0
CHEMBL2019021;Rattus norvegicus;COc1cc(N)ccc1-c1nc2snc(C3CCCCC3)c2c(=O)[nH]1;75.0
CHEMBL201871;Mus musculus;COc1ccc(I)c(Sc2nc3c(N)ncnc3n2CCNCC(C)C)c1;4833.33
CHEMBL2018261;Rattus norvegicus;COc1ccc(N2C(=O)/C(=C/c3cc(Cl)c(OP(=O)(O)O)c(Cl)c3)OC2=S)cc1;18800.0
CHEMBL2018252;Rattus norvegicus;COc1ccc(N2C(=O)/C(=C/c3cc(Cl)c(O)c(Cl)c3)OC2=S)cc1;4000.0
CHEMBL2018096;Rattus norvegicus;OC[C@H]1O[C@@H](c2ccc(F)c(Cc3cc4ccccc4s3)c2)[C@H](O)[C@@H](O)[C@@H]1O;692.0
CHEMBL2017964;Mus musculus;O=C(Nc1cc(C(F)(F)F)ccc1-n1cncn1)C1(c2cccc(C(F)(F)F)c2)CC1;13600.0
CHEMBL2017835;Rattus norvegicus;Cc1cc(C)cc(C[C@H]2CCCCN2C(=O)CN2C(=O)[C@@H](Cc3n[nH]c4ccccc34)c3nnc(-c4ccccc4)n3-c3ccccc32)c1;0.74
CHEMBL2017379;Rattus norvegicus;CC(=O)N1CCC(C(=O)N(CCCN2CCC(Cc3ccc(C(N)=O)cc3)CC2)c2ccc(C)c(Cl)c2)CC1.Cl;328.03
CHEMBL2017374;Rattus norvegicus;CC(=O)N1CCC(C(=O)N(CCCN2CCN(Cc3ccc(F)cc3)CC2)c2ccc(C)c(Cl)c2)CC1.Cl;209.39
CHEMBL201550;Rattus norvegicus;O=C1/C(=C/c2ccc(Cl)c(Cl)c2)SC(=S)N1NS(=O)(=O)c1cccs1;25600.0
CHEMBL2013053;Rattus norvegicus;O=C(C1CC1)N1CCC(Oc2ccc3c(c2)CCC2(CCN(C4CCC4)CC2)O3)CC1;359.0
CHEMBL2013052;Rattus norvegicus;CC(C)C(=O)N1CCC(Oc2ccc3c(c2)CCC2(CCN(C4CCC4)CC2)O3)CC1;410.0
CHEMBL2013050;Rattus norvegicus;O=S(=O)(C1CC1)N1CCC(Oc2ccc3c(c2)CCC2(CCN(C4CCC4)CC2)O3)CC1;435.0
CHEMBL2013045;Rattus norvegicus;CS(=O)(=O)N1CCC(Oc2ccc3c(c2)CCC2(CCN(C4CCC4)CC2)O3)CC1;392.0
CHEMBL2012958;Mus musculus;Cc1nc2c(C#N)cccc2n1-c1ccc(C(=O)NC2CC2)s1;328000.0
CHEMBL2012838;Oryctolagus cuniculus;CCC(NCCCC[C@@H](C[C@@H](OC)c1ccc(F)cc1)C(=O)NO)c1ccc(F)cc1;2637.6
CHEMBL2012511;Rattus norvegicus;CC[C@@H]1[C@@H](C)C[C@@]2(O)C(=O)O[C@H](C)[C@H]2[C@H]1/C=C/c1ccc(N2CCCC2)cn1;486.0
CHEMBL2012510;Rattus norvegicus;CC[C@@H]1[C@@H](C)C[C@@]2(O)C(=O)O[C@H](C)[C@H]2[C@H]1/C=C/c1ccc(-c2ccoc2)cn1;148.0
CHEMBL2012509;Rattus norvegicus;CC[C@@H]1[C@@H](C)C[C@@]2(O)C(=O)O[C@H](C)[C@H]2[C@H]1/C=C/c1ccc(-c2ccsc2)cn1;397.0
CHEMBL2012508;Rattus norvegicus;CC[C@@H]1[C@@H](C)C[C@@]2(O)C(=O)O[C@H](C)[C@H]2[C@H]1/C=C/c1ccc(-c2cccnc2)cn1;1895.0
CHEMBL2012506;Rattus norvegicus;CC[C@@H]1[C@@H](C)C[C@@]2(O)C(=O)O[C@H](C)[C@H]2[C@H]1/C=C/c1ccc(-c2cccc(OC)c2)cn1;2441.0
CHEMBL2012505;Rattus norvegicus;CC[C@@H]1[C@@H](C)C[C@@]2(O)C(=O)O[C@H](C)[C@H]2[C@H]1/C=C/c1ccc(-c2ccccc2OC)cn1;168.0
CHEMBL2012503;Rattus norvegicus;CC[C@@H]1[C@@H](C)C[C@@]2(O)C(=O)O[C@H](C)[C@H]2[C@H]1/C=C/c1ccc(-c2cccc(C#N)c2)cn1;1084.0
CHEMBL2012502;Rattus norvegicus;CC[C@@H]1[C@@H](C)C[C@@]2(O)C(=O)O[C@H](C)[C@H]2[C@H]1/C=C/c1ccc(-c2cccc(C)c2)cn1;203.0
CHEMBL2012501;Rattus norvegicus;CC[C@@H]1[C@@H](C)C[C@@]2(O)C(=O)O[C@H](C)[C@H]2[C@H]1/C=C/c1ccc(-c2ccccc2C)cn1;3159.0
CHEMBL2012500;Rattus norvegicus;CC[C@@H]1[C@@H](C)C[C@@]2(O)C(=O)O[C@H](C)[C@H]2[C@H]1/C=C/c1ccc(-c2ccccc2)cn1;3297.0
CHEMBL2012499;Rattus norvegicus;CC[C@@H]1[C@@H](C)C[C@@]2(O)C(=O)O[C@H](C)[C@H]2[C@H]1/C=C/c1ccc(-c2cccc(F)c2)cn1;1136.0
CHEMBL2012497;Rattus norvegicus;CC[C@@H]1[C@@H](C)C[C@H]2C(=O)O[C@H](C)[C@H]2[C@H]1/C=C/c1ccc(-c2cccc(Cl)c2Cl)cn1;1146.0
CHEMBL2012491;Rattus norvegicus;CC[C@@H]1[C@@H](C)C[C@H]2C(=O)O[C@H](C)[C@H]2[C@H]1/C=C/c1ccc(-c2cccc(F)c2)cn1;230.0
CHEMBL2012490;Rattus norvegicus;CC[C@@H]1[C@@H](C)C[C@H]2C(=O)O[C@H](C)[C@H]2[C@H]1/C=C/c1ccc(-c2ccccc2F)cn1;852.0
CHEMBL2012489;Rattus norvegicus;CC[C@@H]1[C@@H](C)C[C@H]2C(=O)O[C@H](C)[C@H]2[C@H]1/C=C/c1ccc(-c2ccccc2)cn1;672.0
CHEMBL2012411;Mus musculus;COC[C@@H]1CCCN1C(=O)c1cc(Nc2ncc3cnn([C@H]4C[C@@H]5C[C@@H]5C4)c3n2)cn1C;6416.0
CHEMBL2011892;Rattus norvegicus;CC(C)[C@H](C[C@H]1CC[C@@H](NCC2CC2)CC1)N1CCCc2ccc(Oc3ccc(F)cc3F)cc2C1=O;618.0
CHEMBL2011870;Rattus norvegicus;COc1ccc(-c2nsc(NC(=O)[C@@H]3C[C@H]3C)c2C)cc1;3240.0
CHEMBL2011816;Rattus norvegicus;CC(C)[C@H](C(=O)NC1CCN(Cc2ccccc2)CC1)N1CC(=O)Nc2ccc(Oc3ccccc3)cc2C1=O;132.0
CHEMBL201162;Mus musculus;CCC(CC)NCCCn1c(Sc2cc(OC)ccc2I)nc2c(N)ncnc21;9833.33
CHEMBL201138;Rattus norvegicus;O=C(O)Cc1ccc(C(=O)c2ccc(Oc3ccc(Br)cc3)cc2)cc1;336100.0
CHEMBL2010898;Rattus norvegicus;CCCNC(=O)c1c(NC(=O)C23CC4CC(CC2C4)C3)sc2c1CCOC2;123.0
CHEMBL2010872;Rattus norvegicus;CC(C)Cn1c2ccc(Nc3ncccn3)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3;8559.0
CHEMBL2010601;Rattus norvegicus;CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O;4800.0
CHEMBL200820;Rattus norvegicus;COc1ccc(C#CC(C)(C)N)cc1-c1[nH]nc2nc(Nc3ccc(F)cc3F)ccc12;422.0
CHEMBL200629;Rattus norvegicus;COc1cc(/C=C/C(=O)N2CCN(Cc3ccc(F)cc3)C[C@H]2C)c(NC(C)=O)cc1Cl;750.0
CHEMBL200242;Rattus norvegicus;CN(C)CC(=O)Nc1cc(Cl)ccc1/C=C/C(=O)N1C2CCC1CN(Cc1ccc(F)cc1)C2;1071.0
CHEMBL1998478;Mus musculus;O=C(O)C1CN(Cc2ccc(OCc3cccc(C(F)(F)F)c3)cc2F)C1;37700.0
CHEMBL199730;Mus musculus;CC[C@H](C(=O)O)[C@@H]1CCc2cc(OCCc3nc(-c4ccc(C)cc4)oc3C)ccc21;11600.0
CHEMBL199532;Mus musculus;COc1ccc(I)c(Sc2nc3c(N)ncnc3n2CCCNC(C)(C)C)c1;11333.33
CHEMBL1993941;Mus musculus;CCCn1cc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5cccc(F)c5)cc4)csc23)cn1;5260.0
CHEMBL198949;Rattus norvegicus;CC(=O)Nc1cc(Cl)ccc1/C=C/C(=O)N1CCN(Cc2ccc(F)cc2)C[C@H]1C;784.0
CHEMBL198835;Mus musculus;O=C(c1cscn1)n1nc(NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c2cc(Cl)ccc21;400.0
CHEMBL1987998;Mus musculus;O=C(O)C1CN(Cc2ccc(OCc3ccccc3)cc2Cl)C1;16800.0
CHEMBL1986530;Mus musculus;O=C(c1cc(Cc2n[nH]c(=O)c3c2CCCC3)ccc1F)N1CCN(c2ncccn2)CC1;2380.0
CHEMBL198643;Rattus norvegicus;CCCCCCCCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H]3O)[C@@H]2O)[C@@H]1O;29700.0
CHEMBL198450;Rattus norvegicus;COc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)NC(=O)c2ccc(-c3cccc(C(F)(F)F)c3)o2)cc1;50.0
CHEMBL198362;Rattus norvegicus;O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1;9985.0
CHEMBL198075;Mus musculus;COc1ccc2c3c(c4cc(OC)c(OC)cc4c2c1)C[C@H]1CCCCN1C3;52.7
CHEMBL1980391;Rattus norvegicus;COc1cc2c(cc1F)C(c1ccccc1Cl)=Nc1c(n[nH]c1C)N2;86300.0
CHEMBL1980297;Mus musculus;Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12;18600.0
CHEMBL197595;Rattus norvegicus;C[C@H]1CN(C(=O)Nc2ccc(C(F)(F)F)nc2)[C@H](C)CN1c1ccc(C#N)c(C(F)(F)F)c1;2582.0
CHEMBL197497;Mus musculus;Clc1ccc2c(c1)c(NC1CCN(Cc3ccc4c(c3)OCO4)CC1)nn2Cc1cccnc1;5342.0
CHEMBL1973936;Mus musculus;O=C(O)C1CN(Cc2ccc(CCc3cccc(C(F)(F)F)c3)cc2)C1;127000.0
CHEMBL1970317;Mus musculus;Cn1cc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5cccc(F)c5)cc4)csc23)cn1;44000.0
CHEMBL196973;Mus musculus;O=[N+]([O-])c1ccc2[nH]nc(NC3CCN(Cc4ccc5c(c4)OCO5)CC3)c2c1;14448.0
CHEMBL196860;Rattus norvegicus;C[C@@H]1CN(Cc2ccc(F)cc2)CCN1C(=O)/C=C/c1ccc(Cl)cc1NC(N)=O;487.0
CHEMBL196779;Rattus norvegicus;O=C(O)COc1cccc2c1CC[C@](O)(COC(=O)N(c1ccccc1)c1ccccc1)C2;601.0
CHEMBL19677;Rattus norvegicus;CC(=O)N1CCN(C(=O)/C=C/c2ccc(Sc3ccccc3C(C)C)c([N+](=O)[O-])c2)CC1;1900.0
CHEMBL1967116;Mus musculus;Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(C)c5)cnc(N)c34)cc2)c1;5640.0
CHEMBL196478;Rattus norvegicus;CC(C)C[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)NC(C)C)c1ccc(F)cc1F;2880.0
CHEMBL19611;Rattus norvegicus;CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)NO)CC(C)C;2509.32
CHEMBL1958155;Rattus norvegicus;N#Cc1ccc(-c2cnc3nc(N4CCC(N5CCCCC5)CC4)oc3c2)cc1;706.0
CHEMBL195789;Rattus norvegicus;CC(C)(C)c1ccc(/C=C/C(=O)Nc2ccc3c(c2)OCCO3)cc1;24.0
CHEMBL1957816;Rattus norvegicus;O=C(c1cccn2ccnc12)N1CCN(CCc2ccc(F)cc2F)CC1;440.0
CHEMBL195729;Rattus norvegicus;C[C@H]1OC(=O)[C@@H]2C[C@@H]3CCCC[C@H]3[C@H](/C=C/c3ccc(-c4ccccc4)cn3)[C@H]12;451.0
CHEMBL1957165;Rattus norvegicus;Cc1ccc(Sc2ccc(O)cc2)c(Nc2ncnc3nc(C(C)C)ccc23)c1;1580.0
CHEMBL1957004;Rattus norvegicus;Cc1nc2ncc(Oc3ccc(F)cc3)nc2c(=O)n1C[C@H]1CCCN(C(C)C)C1;1172000.0
CHEMBL1956991;Rattus norvegicus;Cc1nc2ccc(Oc3ccc(Cl)cc3F)nc2c(=O)n1C[C@H]1CCCN(C(C)C)C1;695000.0
CHEMBL1956988;Rattus norvegicus;Cc1nc2ccc(Oc3ccc(F)cc3)nc2c(=O)n1C[C@H]1CCCN(C(C)C)C1;523000.0
CHEMBL1956849;Rattus norvegicus;CCS(=O)(=O)c1ccc2oc(Nc3ccc(N4C[C@H](C)O[C@H](C)C4)cc3)nc2c1;260.0
CHEMBL1956847;Rattus norvegicus;CCS(=O)(=O)c1ccc2oc(Nc3ccc(OC(C)C)cc3)nc2c1;40.0
CHEMBL1956147;Rattus norvegicus;C[C@@](CCc1ccc(-c2ccc(O)cc2)cc1)(C(=O)O)S(C)(=O)=O;10900.0
CHEMBL1956146;Rattus norvegicus;C[C@@](CCc1ccc(-c2ccc(O)cc2)cc1)(C(=O)NO)S(C)(=O)=O;2500.0
CHEMBL1956131;Rattus norvegicus;C[C@@](CCc1ccc(-c2ccc(C#N)cc2)cc1)(C(=O)NO)S(C)(=O)=O;3100.0
CHEMBL1956115;Rattus norvegicus;C[C@@](CCc1ccc(-c2ccccc2)cc1)(C(=O)NO)S(C)(=O)=O;2900.0
CHEMBL1956073;Mus musculus;C[C@@H](c1ccccc1)[C@@H](C(=O)Nc1ccc(I)cc1F)N1C(=O)N[C@H](c2ccc(OC[C@H](O)CO)cc2)C1=O;3970.0
CHEMBL195515;Mus musculus;CC/C(=C(\c1ccc(O)cc1)c1ccc(/C=C/C(=O)O)cc1)c1ccccc1;13000.0
CHEMBL1952210;Mus musculus;COc1ccc(N2Cc3cnc(Nc4ccccc4)nc3N([C@@H]3CC[C@@H](O)C3)C2=O)cc1;145806.0
CHEMBL195217;Rattus norvegicus;Oc1cccc(-c2ccc3cc(O)ccc3c2)c1;30698.0
CHEMBL1951813;Rattus norvegicus;Cc1cc(F)ccc1[C@H]1CN(C(=O)C(N)=O)CC[C@@H]1C(=O)N(C)[C@@H](C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1;521.0
CHEMBL1951683;Rattus norvegicus;COc1ccc(-n2ccc3c(sc4nccc(NC5CC5)c43)c2=O)cc1;8866.0
CHEMBL1951658;Rattus norvegicus;COc1ccc(-n2ccc3c(sc4nccc(N(C)C)c43)c2=O)cc1;5475.0
CHEMBL1951587;Rattus norvegicus;Cc1ccc(CCCC(=O)c2ccc(CC[C@@](C)(N)CO)n2C)cc1;686.0
CHEMBL1951304;Mus musculus;CCc1cc(CN2CC(C(=O)O)C2)sc1-c1noc(-c2ccc(Oc3ccccc3)cc2)n1;2670.0
CHEMBL1951146;Rattus norvegicus;CCCCc1nc(C)c(CC(=S)N(C)C)c(=O)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1.O.O.O.[K+];678.4
CHEMBL1951143;Rattus norvegicus;CCCCc1nc(C)c(CC(=S)N(C)C)c(=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1;1934.0
CHEMBL1951095;Rattus norvegicus;CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)c(NC(=O)CN5CCCC5)cc(F)c4C[C@H]3C[C@@H]12;295.0
CHEMBL1951055;Rattus norvegicus;C[C@@H]1CCCN1CCCOc1ccc(C(=O)CN2CCOCC2)cc1;109.0
CHEMBL1951032;Rattus norvegicus;COc1c(Nc2ccc(S(C)(=O)=O)nc2C)ncnc1OC1CCN(C(=O)OC(C)C)CC1;12471.0
CHEMBL1950762;Rattus norvegicus;Cn1c2c(c3cc(S(=O)(=O)c4cccc(C(F)(F)F)c4)ccc31)C1CCC(C2)N1;26687.0
CHEMBL1949957;Rattus norvegicus;O=C(CN1CCCC(c2ccccc2)(c2ccccc2)C1=O)N1CCC(c2ccccc2)(c2ccccc2)CC1;2989.0
CHEMBL1949951;Rattus norvegicus;O=C(CN1CCCC(c2ccccc2)(c2ccccc2)C1=O)N1CCN(Cc2cccc(C(F)(F)F)c2)CC1;1004.0
CHEMBL1949833;Rattus norvegicus;O=C(CN1CCCC(c2ccccc2)(c2ccccc2)C1=O)N1CCN(C(c2ccccc2)c2ccccc2)CC1;186.0
CHEMBL1949832;Rattus norvegicus;O=C(CN1CCC(c2ccc(F)cc2)(c2ccc(F)cc2)C1=O)N1CCN(C(c2ccccc2)c2ccccc2)CC1;160.0
CHEMBL1949829;Rattus norvegicus;O=C(CN1CCC(c2ccccc2)(c2ccccc2)C1=O)N1CCN(C(c2ccccc2)c2ccccc2)CC1;159.0
CHEMBL1949789;Mus musculus;COc1ccc(C(=O)NC[C@H](O)CO)cc1/C=C/c1ccc(Cl)cc1;90200.0
CHEMBL1949788;Mus musculus;COc1ccc(C(=O)NC[C@@H](O)CO)cc1/C=C/c1ccc(Cl)cc1;86400.0
CHEMBL1949768;Rattus norvegicus;CC(C)Oc1cccc(S(=O)(=O)c2ccc3c(c2)O[C@H]2CNCC[C@@H]32)c1.Cl;637.0
CHEMBL1949763;Rattus norvegicus;Cl.O=S(=O)(c1cccc(F)c1)c1ccc2c(c1)O[C@H]1CNCC[C@@H]21;0.0
CHEMBL1946956;Mus musculus;O=C(CCCC(F)(F)F)N1CCC(c2nc(-c3nccs3)no2)CC1;98600.0
CHEMBL1946794;Mus musculus;O=C(Nc1ccc(OC(F)(F)F)cc1)O[C@@H]1COc2nc([N+](=O)[O-])cn2C1;43300.0
CHEMBL1946770;Rattus norvegicus;Cc1cc(C#Cc2cn(-c3ccc(F)cc3)c(C)n2)ccn1;10502.0
CHEMBL1945850;Rattus norvegicus;Cc1cccnc1-n1nc(C)c(-c2ccc(OC3CCN(C4CCC4)CC3)cc2)cc1=O;1860.0
CHEMBL1945849;Rattus norvegicus;Cc1cccc(-n2nc(C)c(-c3ccc(OC4CCN(C5CCC5)CC4)cc3)cc2=O)n1;1273.0
CHEMBL1945848;Rattus norvegicus;Cc1nn(-c2ccccn2)c(=O)cc1-c1ccc(OC2CCN(C3CCC3)CC2)cc1;1502.0
CHEMBL1945847;Rattus norvegicus;Cc1nn(C)c(=O)cc1-c1ccc(OC2CCN(C3CCC3)CC2)cc1;320.0
CHEMBL1945846;Rattus norvegicus;CC1=NNC(=O)CC1c1ccc(OC2CCN(C3CCC3)CC2)cc1;370.0
CHEMBL1945845;Rattus norvegicus;Cc1n[nH]c(=O)cc1-c1ccc(OC2CCN(C3CCC3)CC2)cc1;4869.0
CHEMBL1945843;Rattus norvegicus;C[C@@H]1CCCN1CCCOc1ccc(-c2cnn(-c3ccccn3)c(=O)c2)cc1;6797.0
CHEMBL1945829;Mus musculus;O=C(O[C@@H]1COc2nc([N+](=O)[O-])cn2C1)N1CCN(c2ccc(OC(F)(F)F)cc2)CC1;169000.0
CHEMBL1945726;Rattus norvegicus;CCn1c(=O)c(-c2cc(C(=O)NC3CC3)cc(F)c2C)cc2nnc(-c3c(F)cccc3Cl)n21;1370.0
CHEMBL1945723;Rattus norvegicus;CCn1c(=O)c(-c2cc(C(=O)NC3CC3)ccc2C)cc2nnc(-c3c(F)cccc3Cl)n21;1423.0
CHEMBL1945721;Rattus norvegicus;Cc1c(F)cc(C(=O)NC2CC2)cc1-c1cc2nnc(-c3c(F)cccc3Cl)n2n(C)c1=O;3190.0
CHEMBL1945701;Mus musculus;O=C(CCC(F)(F)F)N1CCC(c2nc(-c3nccs3)no2)CC1;73500.0
CHEMBL1945579;Mus musculus;O=C(Nc1ccc(-c2ccc(OC(F)(F)F)cc2)cc1)O[C@@H]1COc2nc([N+](=O)[O-])cn2C1;136000.0
CHEMBL1945285;Mus musculus;CC(C)Cc1ccc([C@H](CF)C(=O)O)cc1;23287.97
CHEMBL1945165;Mus musculus;CCCS(=O)(=O)Nc1ccc(Cl)c(C(=O)Nc2cnc3[nH]ncc3c2)c1F;147000.0
CHEMBL1945164;Mus musculus;CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]nc(N(C)C)c3c2)c1F;1090.0
CHEMBL1945061;Mus musculus;O=C(Nc1ccc(-c2ccc(OC(F)(F)F)cc2)cc1)N[C@@H]1COc2nc([N+](=O)[O-])cn2C1;60000.0
CHEMBL1944717;Mus musculus;O=c1cc(CN(c2cccc(Cl)c2)c2cnccn2)c2ccc(F)c(F)c2[nH]1;120.0
CHEMBL1944698;Mus musculus;CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1;752.0
CHEMBL1940754;Rattus norvegicus;Cn1cc(-c2nc3ccc(CC(=O)N4C[C@@H](F)C[C@H]4CO[C@H]4CC[C@H](C(=O)O)CC4)c(F)c3o2)c2ccccc21;4668.0
CHEMBL1940695;Rattus norvegicus;C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CSc1nc2cccnc2s1;11881.0
CHEMBL1940692;Rattus norvegicus;C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CSc1cnc2ccccc2n1;1947.0
CHEMBL1940691;Rattus norvegicus;C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CSc1ccc2ccccc2n1;5275.0
CHEMBL1940641;Rattus norvegicus;CC(=O)Oc1ccccc1C(=O)Nc1ncc(Cl)s1;19400.0
CHEMBL1940551;Rattus norvegicus;C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CSc1nc2ncccc2o1;2943.0
CHEMBL1940550;Rattus norvegicus;C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CSc1nc2ccccc2o1;26.0
CHEMBL1940549;Rattus norvegicus;C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CSc1ncc2ccccc2n1;606.0
CHEMBL1940548;Rattus norvegicus;Cc1ccnc(SCC(=O)[C@@]2(O)CC[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@@]32C)n1;0.0
CHEMBL1940547;Rattus norvegicus;C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CSc1ccc2ccccc2n1;1204.0
CHEMBL1940546;Rattus norvegicus;Cn1c(SCC(=O)[C@@]2(O)CC[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@@]32C)nc2ccccc21;960.0
