chembl_id;organism;canonical_smiles;Cmax /ug.mL-1
CHEMBL193240;Rattus norvegicus;O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1;0.1088
CHEMBL1929551;Rattus norvegicus;Cc1cccc(C[C@H](O)/C=C/[C@H]2CCC(=S)N2CCSCCCC(=O)O)c1;0.0034
CHEMBL1929550;Rattus norvegicus;COCc1cccc(C[C@H](O)/C=C/[C@H]2CCC(=S)N2CCCCCCC(=O)O)c1;0.0065
CHEMBL1929544;Rattus norvegicus;COCc1cccc(C[C@H](O)/C=C/[C@H]2CSC(=O)N2CCSCCCC(=O)O)c1;0.0026
CHEMBL1929542;Rattus norvegicus;O=C(O)CCCSCCN1C(=O)SC[C@@H]1/C=C/[C@@H](O)Cc1cccc(C(F)(F)F)c1;0.0053
CHEMBL1929541;Rattus norvegicus;CCCc1cccc(C[C@H](O)/C=C/[C@H]2CSC(=O)N2CCSCCCC(=O)O)c1;0.0114
CHEMBL1929540;Rattus norvegicus;CCc1cccc(C[C@H](O)/C=C/[C@H]2CSC(=O)N2CCSCCCC(=O)O)c1;0.0104
CHEMBL1929539;Rattus norvegicus;O=C(O)CCCSCCN1C(=O)SC[C@@H]1/C=C/[C@@H](O)Cc1ccccc1;0.0027
CHEMBL1929533;Rattus norvegicus;O=C(O)CCCSCCN1C(=O)OC[C@@H]1/C=C/[C@@H](O)Cc1cccc(C(F)(F)F)c1;0.0038
CHEMBL1929530;Rattus norvegicus;Cc1cccc(C[C@H](O)/C=C/[C@H]2COC(=O)N2CCSCCCC(=O)O)c1;0.0054
CHEMBL1929388;Rattus norvegicus;Cc1cc2ncc(C(=O)NCC(C)(C)NCC(=O)N3CCC[C@H]3C#N)c(C)n2n1.Cl;0.068
CHEMBL1929387;Rattus norvegicus;Cc1cc2ncc(C(=O)NCC(C)(C)NCC(=O)N3CCC[C@H]3C#N)cn2n1.Cl;0.062
CHEMBL1927157;Rattus norvegicus;Cl.O=c1c2c3n(c(=O)cc2[nH]n1-c1ccccc1Cl)CCCN(Cc1ccccn1)C3;21.83
CHEMBL1927147;Rattus norvegicus;Cl.O=c1c2c3n(c(=O)cc2[nH]n1-c1ccccc1Cl)CCCN(Cc1ccccc1)C3;42.34
CHEMBL19254;Mus musculus;C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2CO1;26.0
CHEMBL1924024;Rattus norvegicus;COc1cc(C(=O)NCCN2CCCC2)ccc1Oc1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(C(F)(F)F)c1;0.652
CHEMBL1924014;Rattus norvegicus;O=C(NCCN1CCCCC1)c1ccc(Oc2ncc(Cl)cc2NS(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)cc1;1.97
CHEMBL1923729;Rattus norvegicus;C[C@@H]1CCCN1CCCOc1ccc(-c2ccc(=O)n(C)c2)cc1;0.19
CHEMBL1922823;Mus musculus;NC(=O)C(NC1CCC(c2c[nH]c3ccccc23)CC1)C1CCN(C(=O)/C=C/c2cc(F)cc(F)c2)CC1;0.531
CHEMBL1922405;Rattus norvegicus;O=c1[nH]ccc2c(Cc3nnc4ccc(-c5ccccc5)nn34)cccc12;0.3
CHEMBL1922345;Rattus norvegicus;COc1ccc(C(=O)Nc2cccc(O)c2NC(=O)c2ccc(N3CCCN(C)CC3)cc2)cc1.O=C(O)/C=C\C(=O)O;0.1748
CHEMBL1922344;Rattus norvegicus;COc1ccc(C(=O)Nc2cccc(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c2NC(=O)c2ccc(N3CCCN(C)CC3)cc2)cc1;9.44
CHEMBL1921965;Rattus norvegicus;Cl.O=C(Nc1ccc(N2C(=O)CC(c3ccccc3)C2=O)c(Cl)c1)c1ccccn1;0.553
CHEMBL1921964;Rattus norvegicus;Cl.O=C(Nc1ccc(N2C(=O)CC3(CCCCC3)C2=O)c(Cl)c1)c1ccccn1;0.0183
CHEMBL1921963;Rattus norvegicus;Cl.O=C(Nc1ccc(N2C(=O)[C@H]3[C@H]4C=C[C@H](C4)[C@H]3C2=O)c(Cl)c1)c1ccccn1;0.238
CHEMBL1921847;Rattus norvegicus;Cc1cc(C)cc([C@@H]2CCCN2Cc2ccc(Oc3ccc(C(N)=O)cc3F)cc2)c1;0.095
CHEMBL1917468;Mus musculus;C[C@@H]1CCCN1CCc1ccc(-c2ccc(=O)n(-c3ccc(F)cc3)n2)cc1;0.255
CHEMBL1917464;Rattus norvegicus;C[C@@H]1CCCN1CCc1ccc(-c2ccc(=O)n(C)n2)cc1;0.018
CHEMBL1916897;Mus musculus;Cc1ccc(F)cc1Nc1nc2cc(Cl)c(N(C)C(=O)/C=C/CN(C)C)cc2n2cncc12;0.454
CHEMBL1916891;Mus musculus;Cc1ccccc1Nc1nc2cc(F)c(N(C)C(=O)/C=C/CN(C)C)cc2n2cncc12;0.22
CHEMBL1916559;Rattus norvegicus;O=C(O)CCC(=O)N1CCc2cc(-c3noc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)n3)ccc21;1.74
CHEMBL1916399;Mus musculus;N#Cc1cc(OC(F)(F)F)cc(-c2nc(-c3ccc4c(c3)CCN4C(=O)CCC(=O)O)no2)c1;3.82
CHEMBL1916398;Mus musculus;Cc1cc(C)cc(NC(=O)c2cnn(-c3ccc(C(C)C)cc3)c2C2CCNCC2)c1;4.414
CHEMBL1915863;Rattus norvegicus;Cc1cc(OC[C@@H]2CN(C)c3ccccc3O2)cc(C)c1C(=O)Nc1cc(C(C)(C)C(=O)O)ccc1Cl;1.67
CHEMBL1915856;Rattus norvegicus;Cc1cc(OC[C@@H]2CN(C)c3ccccc3O2)cc(C)c1C(=O)Nc1cc(CC(=O)O)ccc1Cl;0.93
CHEMBL1915815;Rattus norvegicus;CC(=O)NC[C@@H]1OC(=O)N2c3ccc(-c4ccc(N5CCOC5=O)nc4)cc3OC[C@@H]12;9.0
CHEMBL1915619;Rattus norvegicus;CC(=O)NC[C@@H]1OC(=O)N2c3ccc(-c4ccc(C#N)nc4)cc3OC[C@@H]12;5.0
CHEMBL1914990;Rattus norvegicus;CC(C)N(/C(Cc1ccc([N+](=O)[O-])cc1)=N/P(=O)(Oc1ccccc1)Oc1ccccc1)C(C)C;0.55
CHEMBL1914903;Rattus norvegicus;COc1cc(OC)nc(NCCCn2c3c(c4cc(C(=O)N(C)C)ccc42)CCCC3)n1;0.051
CHEMBL1914902;Rattus norvegicus;CNC(=O)c1ccc2c(c1)c1c(n2CCCNc2nc(OC)cc(OC)n2)CCCC1;0.051
CHEMBL1914901;Rattus norvegicus;COc1cc(OC)nc(NCCCn2c3c(c4cc(C(=O)OC(C)C)ccc42)CCCC3)n1;0.547
CHEMBL1914878;Rattus norvegicus;COC(=O)c1ccc2c(c1)c1c(n2CCCNc2nc(OC)cc(OC)n2)CCCC1;0.182
CHEMBL1914852;Rattus norvegicus;CC(=O)N1CCc2ccc(C(=O)CCCN3CCC(c4ccc(Cl)cc4)CC3)cc2C1;0.48
CHEMBL1914637;Rattus norvegicus;CCS(=O)(=O)N1CCc2ccc(C(=O)CCCN3CCC(c4ccc(Cl)cc4)CC3)cc2CC1;0.11
CHEMBL1914629;Rattus norvegicus;CC(=O)N1CCc2ccc(C(=O)CCCN3CCC(c4ccc(Cl)cc4)CC3)cc2CC1;0.26
CHEMBL191334;Mus musculus;COc1ccc(C2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N2C(=O)N2CCNC(=O)C2)c(OC(C)C)c1;12.1
CHEMBL1911664;Rattus norvegicus;CC(C)(C[C@@](O)(Cc1cc2ccc(C#N)cc2[nH]1)C(F)(F)F)c1cc(S(C)(=O)=O)cc2c1OCC2;0.955
CHEMBL1911538;Rattus norvegicus;Cc1c(COc2cc(OCCC(C)(C)O)ccn2)[nH]c2ccccc2c1=O;0.202
CHEMBL1911525;Mus musculus;Cc1c(COc2cccc(OCC3CCOCC3)c2)[nH]c2ccccc2c1=O;0.196
CHEMBL1911341;Rattus norvegicus;Cc1ccc2c(N)noc2c1-c1ccc2c(c1)NC(=O)C21CCOCC1;0.752
CHEMBL1911338;Rattus norvegicus;Cc1ccc2c(NC3CC3)noc2c1-c1ccc2c(c1)NC(=O)C21CCOCC1;0.479
CHEMBL1911333;Rattus norvegicus;Cc1nnc(-c2ccc(C)c(-c3ccc4c(c3)NC(=O)C43CCN(S(C)(=O)=O)CC3)c2)[nH]1;1.295
CHEMBL1911272;Rattus norvegicus;CN(C)C(=O)c1ccc(-c2ccc3c(n2)Oc2ccccc2[C@H]3C(C)(C)C(=O)Nc2nncs2)cc1F;0.285
CHEMBL1911194;Rattus norvegicus;Cc1nnc(-c2ccc(C)c(-c3ccc4c(c3)NC(=O)C43CCOCC3)c2)[nH]1;1.105
CHEMBL1910035;Rattus norvegicus;Cc1ccc([C@@H](c2ccc(Cl)cc2Cl)N2CCN(C(=O)NC3CCCCC3)CC2)cc1;0.1157
CHEMBL1910034;Rattus norvegicus;Cc1ccc([C@H](c2ccc(Cl)cc2Cl)N2CCN(C(=O)NC3CCCCC3)CC2)cc1;0.1285
CHEMBL191;Rattus norvegicus;CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1;27.5
CHEMBL1908842;Mus musculus;CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1;0.296
CHEMBL19032;Rattus norvegicus;COc1cc(OC)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1;0.55
CHEMBL18825;Mus musculus;C=CCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1;45.0
CHEMBL1873475;Rattus norvegicus;C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1;0.039
CHEMBL186279;Rattus norvegicus;CC(C)(CO)CCCCC(=O)CCCCC(C)(C)CO;40.6
CHEMBL18626;Rattus norvegicus;Cc1cc(C)c(NC(=O)c2sccc2S(=O)(=O)Nc2onc(C)c2Cl)c(C)c1CC#N;42.0
CHEMBL186179;Mus musculus;COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)cc1;13.5
CHEMBL18540;Mus musculus;C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1;22.0
CHEMBL1852739;Rattus norvegicus;CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](NC(=N)N)C1;0.1
CHEMBL185271;Rattus norvegicus;COCC1=C(C(=O)OC)[C@H](c2ccc(F)c(F)c2)N(C(=O)NCCCN2CCC(c3cccc(NC(C)=O)c3)CC2)C(=O)N1;0.00202
CHEMBL185;Mus musculus;O=c1[nH]cc(F)c(=O)[nH]1;42450.0
CHEMBL18442;Mus musculus;c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1;6.2
CHEMBL1837037;Rattus norvegicus;CN1Cc2cc(Cl)ccc2-n2c(nnc2C2CCN(c3ccccn3)CC2)C1;0.097
CHEMBL1836581;Mus musculus;O=[N+]([O-])c1cn2c(n1)OC[C@@H](Oc1ccc(-c3ccc(OC(F)(F)F)cc3)cc1)C2;1.86
CHEMBL1836438;Mus musculus;O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCC#Cc1cccc(-c3ccc(OC(F)(F)F)cc3)c1)C2;12.9
CHEMBL1836434;Mus musculus;O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCC#Cc1ccc(-c3ccc(OC(F)(F)F)cc3)cc1)C2;0.57
CHEMBL1836412;Mus musculus;O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCCCc1ccc(-c3ccc(OC(F)(F)F)cc3)cc1)C2;0.99
CHEMBL1836215;Rattus norvegicus;Cc1c(-c2noc(-c3ccc(OC(C)C)c(C#N)c3)n2)ccc2c1CCN(C(CO)CO)C2;0.79
CHEMBL1836213;Rattus norvegicus;Cc1c(-c2noc(-c3ccc(OC(C)C)c(C#N)c3)n2)cnc2c1CCN(C(CO)CO)C2;2.17
CHEMBL1836172;Rattus norvegicus;CC(C)Oc1ccc(-c2nc(-c3ccc4c(c3)CCN(C(CO)CO)CC4)no2)cc1C#N;1.38
CHEMBL1836081;Mus musculus;O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCCCC#Cc1ccc(OC(F)(F)F)cc1)C2;2.54
CHEMBL1835919;Rattus norvegicus;Nc1ncnc2c1C(=O)N(c1ccc([C@H]3CC[C@H](CC(=O)O)CC3)cc1)CCO2;2.13
CHEMBL1835870;Mus musculus;Nc1nc(Nc2ccc([C@H]3CC[C@H](N4CCOCC4)CC3)cc2)nn1-c1ccccn1;5.03
CHEMBL1835782;Rattus norvegicus;C[C@@H]1CCCN1CCCOc1ccc(-c2nn(C)c(=O)c3c2CCC3)cc1;0.007
CHEMBL1835772;Rattus norvegicus;CC(C)n1nc(-c2ccc(OCCCN3CCC[C@H]3C)cc2)c2sccc2c1=O;0.005
CHEMBL1835706;Rattus norvegicus;Cn1nc(-c2ccc(OCCCN3CCCCC3)cc2)c2ccccc2c1=O;0.02
CHEMBL1835684;Rattus norvegicus;COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccc(-c2cccc(N)c2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C;0.1
CHEMBL1835682;Rattus norvegicus;COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccc(-c2ccc(OC)cc2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C;0.05
CHEMBL1835681;Rattus norvegicus;COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccc(-c2ccc(C(C)=O)cc2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C;0.05
CHEMBL1835678;Rattus norvegicus;COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccc(-c2ccc(CO)cc2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C;0.0
CHEMBL1835577;Rattus norvegicus;COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccc(-c2cncc3ccccc23)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C;0.02
CHEMBL1835487;Rattus norvegicus;COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccc(-c2cncc(F)c2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C;0.47
CHEMBL1835485;Rattus norvegicus;COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccc(-c2cccnc2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C;0.18
CHEMBL1835484;Rattus norvegicus;COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C;0.28
CHEMBL1834793;Rattus norvegicus;Cn1nc(NCC(=O)NC2CN([C@H]3CC[C@@H](c4cncs4)CC3)C2)c2cc(C(F)(F)F)ccc21;37.0
CHEMBL1834496;Rattus norvegicus;COc1cccc(Cn2ccc3cc(N4CCN(c5cccc(C(F)(F)F)c5)CC4)ccc32)c1Oc1ccc([N+](=O)[O-])cc1C(=O)O;1.78
CHEMBL1834494;Rattus norvegicus;O=C(O)c1cc([N+](=O)[O-])ccc1Oc1ccccc1Cn1ccc2cc(N3CCN(c4cccc(C(F)(F)F)c4)CC3)ccc21;6.8
CHEMBL1834489;Rattus norvegicus;COc1cccc(Cn2ccc3cc(-c4ccc(OC(F)(F)F)cc4)ccc32)c1Oc1ccc([N+](=O)[O-])cc1C(=O)O;2.4
CHEMBL1834096;Mus musculus;CSc1nc(N)nc(-c2c(Cl)cc3c4c(cccc24)COC3)n1;3.92
CHEMBL1830885;Rattus norvegicus;O=S1(=O)N(CC[C@@H]2CNCCO2)c2ccccc2N1c1ccccc1F;0.373
CHEMBL1830240;Rattus norvegicus;COc1cc(C(=O)c2csc(Nc3ccc(F)cc3)n2)cc(OC)c1OC.Cl;1.262
CHEMBL1830239;Rattus norvegicus;COc1cc(C(=O)c2csc(Nc3ccccc3)n2)cc(OC)c1OC.Cl;0.814
CHEMBL1830233;Rattus norvegicus;COc1cc(C(=O)c2csc(-c3ccc(CN)cc3)n2)cc(OC)c1OC.Cl;0.0032
CHEMBL1829485;Rattus norvegicus;C[C@H](COc1ccc(-c2ccc(=O)n(C)n2)cc1)CN1CCC[C@H]1C;0.146
CHEMBL1829477;Rattus norvegicus;C[C@@H]1CCCN1CCCOc1ccc(-c2ccc(=O)n(C)n2)cc1F;0.284
CHEMBL1829174;Rattus norvegicus;Cc1cc(OCCCS(C)(=O)=O)cc(C)c1-c1cccc(COc2ccc3c(c2)OC[C@H]3CC(=O)O)c1;6.46
CHEMBL1828889;Rattus norvegicus;CCCN(CCC)c1c(C)c(Nc2ccc(OC)cc2Cl)nc2ccnn12;0.0274
CHEMBL1825163;Rattus norvegicus;Cc1ccc(C(=O)NC2CC2)cc1-c1cnc2c(c1)NC(=O)C21CCCC1.Cl;4.625
CHEMBL1825153;Rattus norvegicus;Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(c1)NC(=O)C21CCC(F)(F)CC1;0.436
CHEMBL1825147;Rattus norvegicus;Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(c1)NC(=O)C21CCOCC1;1.31
CHEMBL1825145;Rattus norvegicus;Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(c1)NC(=O)C21CCN(C)CC1;0.133
CHEMBL1824243;Mus musculus;OC1CCN([C@H]2CC[C@H](c3ccc(OCCCN4CCCCC4)cc3)CC2)CC1;0.215
CHEMBL1824241;Mus musculus;c1cc([C@H]2CC[C@H](N3CCOCC3)CC2)ccc1OCCCN1CCCCC1;2.385
CHEMBL1823925;Rattus norvegicus;COc1ccc2c(c1OC)C(C)(C)[N+]1=C(C2)c2cc3c(cc2CC1)OCO3.[Cl-];0.0178
CHEMBL1823817;Rattus norvegicus;COC[C@H](O)Cn1c(=O)cnn(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)c1=O;0.21
CHEMBL1823411;Rattus norvegicus;O=C(c1ccc(-c2ccc(=O)n(-c3ccc(F)cc3)n2)cc1)N1CCC[C@H]1CN1CCCC1;0.18
CHEMBL1823410;Rattus norvegicus;Cn1nc(-c2ccc(C(=O)N3CCC[C@H]3CN3CCCC3)cc2)ccc1=O;0.412
CHEMBL1822872;Mus musculus;C[C@H]1COC2(CCN(c3nc(=O)c4cc(C(F)(F)F)cc([N+](=O)[O-])c4s3)CC2)O1;2.0
CHEMBL1821980;Mus musculus;Cl.NC1CCc2c(Br)ccc(-c3ccccc3)c2CC1=O;0.115
CHEMBL1819611;Rattus norvegicus;Cc1ccc(CC(=O)O)cc1NC(=O)c1ccc(OC[C@@H]2CN(C)c3ccccc3O2)cc1C;8.7
CHEMBL1819603;Rattus norvegicus;CN1C[C@@H](COc2ccc(C(=O)Nc3cccc(CC(=O)O)c3)cc2)Oc2ccccc21;4.9
CHEMBL1819491;Mus musculus;COc1ccc(Cc2ccccc2O[C@@H]2C[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1;1.64
CHEMBL1819090;Rattus norvegicus;Cn1c(=O)c2c(cc(N3CCC[C@@](C)(N)C3)n2Cc2cc(F)ccc2C#N)n(C)c1=O;0.076
CHEMBL1819077;Rattus norvegicus;CCC(CC)Nc1c2c(nc3c(-c4ccc(OC)cc4Cl)c(C)nn13)CCC2;0.0871
CHEMBL1818901;Rattus norvegicus;O=C(Nc1ccc2c(c1)CCC(CN1CCCC1)=C2)c1ccc(-c2ccc(F)cc2)cc1;0.15
CHEMBL1818845;Rattus norvegicus;CCCc1nc(C(C)(C)O)c(C(=O)OC(C)OC(=O)C2CCCCC2)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1;3.474
CHEMBL1818844;Rattus norvegicus;CCCCCCCCOC(=O)c1c(C(C)(C)O)nc(CCC)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1;0.0179
CHEMBL1818843;Rattus norvegicus;CCCCCCCCCCCCCC(=O)OCOC(=O)c1c(C(C)(C)O)nc(CCC)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1;0.0326
CHEMBL1818842;Rattus norvegicus;CCCc1nc(C(C)(C)O)c(C(=O)OCc2c[nH]c(=O)[nH]c2=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1;0.008
CHEMBL1818841;Rattus norvegicus;CCCc1nc(C(C)(C)O)c(C(=O)OCOC(=O)C23CC4CC(CC(C4)C2)C3)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1;1.355
CHEMBL1818840;Rattus norvegicus;CCCc1nc(C(C)(C)O)c(C(=O)OC(C)OC(=O)c2ccccc2)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1;0.3983
CHEMBL1818076;Rattus norvegicus;CCc1cccc(-c2c(Cl)cccc2[C@](O)(CCCCOC)[C@H]2CN(C(=O)[C@@H]3C[C@H](O)[C@H](N)C3)CCO2)c1.O=C(O)/C=C/C(=O)O;0.111
CHEMBL1818075;Rattus norvegicus;COCCCC[C@@](O)(c1cccc(Cl)c1-c1cccc(C)c1)[C@H]1CN(C(=O)[C@@H]2C[C@H](O)[C@H](N)C2)CCO1.O=C(O)/C=C/C(=O)O;0.071
CHEMBL1818074;Rattus norvegicus;COCCCC[C@@](O)(c1cccc(F)c1-c1cccc(C)c1)[C@H]1CN(C(=O)[C@@H]2C[C@H](O)[C@H](N)C2)CCO1.O=C(O)/C=C/C(=O)O;0.045
CHEMBL1818073;Rattus norvegicus;COCCCC[C@@](O)(c1cccc(Cl)c1-c1cccc(C)c1)[C@@H]1CCCN(C(=O)[C@@H]2C[C@H](O)[C@H](N)C2)C1.O=C(O)/C=C/C(=O)O;0.06
CHEMBL1818072;Rattus norvegicus;COCCCC[C@@](O)(c1ccccc1Oc1ccccc1C)[C@@H]1CCCN(C(=O)[C@@H]2C[C@H](O)[C@H](N)C2)C1.O=C(O)/C=C/C(=O)O;0.185
CHEMBL1818062;Rattus norvegicus;COC(=O)NCCC[C@@](O)(c1cccc(F)c1-c1cccc(C)c1)[C@@H]1CCCN(C(=O)[C@@H]2C[C@H](O)[C@H](N)C2)C1;0.0056
CHEMBL1814692;Rattus norvegicus;CCC(CC)(c1ccc(OCC(O)C(C)(C)C)c(C)c1)c1ccc(OC[C@@H](O)CCC(=O)O)c(C)c1;0.0116
CHEMBL1814688;Rattus norvegicus;CCC(CC)(c1ccc(OCCCCC(=O)O)c(C)c1)c1ccc(OCC(O)C(C)(C)C)c(C)c1;0.0036
CHEMBL1814329;Mus musculus;Cc1c(C(=O)NC2(c3noc(C(F)(F)F)n3)CC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1;0.35
CHEMBL1814190;Rattus norvegicus;Fc1cccc(F)c1C1C=C(c2ccc(Cl)cc2)Nc2ncnn21;1.937
CHEMBL1814165;Rattus norvegicus;Fc1cccc(Cl)c1C1CC(c2ccc(Cl)cc2)Nc2ncnn21;2.437
CHEMBL1813436;Rattus norvegicus;CCCCN1C(=O)[C@@H]([C@H](O)C(C)C)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2.Cl;0.137
CHEMBL1813067;Rattus norvegicus;C[C@@H]1CCCN1CCCOc1ccc(-c2ccc(=O)[nH]n2)cc1.Cl;0.27
CHEMBL1813065;Rattus norvegicus;C[C@@H]1CCCN1CCCOc1ccc(-c2cn[nH]c(=O)c2)cc1;0.401
CHEMBL1813057;Rattus norvegicus;C[C@@H]1CCCN1CCCOc1ccc(-c2ccc(=O)n(C)n2)cc1;0.123
CHEMBL1813011;Rattus norvegicus;CCO[C@@H](Cc1ccc(OCCc2nc(-c3ccc(C)s3)oc2C)cc1)C(=O)O;91.7
CHEMBL1812161;Rattus norvegicus;CC(C)=CCC/C(C)=C/CC/C(C)=C/CC[C@@](C)(O)CCC1=C(C)C(=O)C(C)=C(C)C1=O;0.248
CHEMBL181;Rattus norvegicus;CC1=NS(=O)(=O)c2cc(Cl)ccc2N1;1.452
CHEMBL1809183;Rattus norvegicus;CCc1nn(-c2ccccc2)c2cc(N3CCN(C4CCNC4)CC3)ccc12;399.0
CHEMBL1809182;Rattus norvegicus;CCc1nn(-c2ccccc2)c2cc(N3CC4CNCC4C3)ccc12;619.0
CHEMBL1809106;Rattus norvegicus;CC(C)(CO)Cn1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(F)cc6F)O5)cc4)CC3)cn2)c1=O;0.297
CHEMBL1809101;Rattus norvegicus;CC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(F)cc6F)O5)cc4)CC3)cn2)c1=O;0.159
CHEMBL1809094;Rattus norvegicus;CC(C)Cn1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(F)cc6F)O5)cc4)CC3)nc2)c1=O;0.392
CHEMBL1809091;Rattus norvegicus;CC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(F)cc6F)O5)cc4)CC3)nc2)c1=O;0.712
CHEMBL1808424;Rattus norvegicus;CN1CC(Cl)=C(c2cn(S(=O)(=O)c3ccccc3)c3ccccc23)C1;0.105
CHEMBL1807804;Mus musculus;Cc1c2c(n3c1CCN(C(=O)[C@H](C)N)C[C@@H](C)[C@H](C)Nc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O;0.022
CHEMBL1807618;Rattus norvegicus;O=C(NC[C@@H]1C[C@@H](F)CN1)c1ccc(-c2cnc3ccc(NC4CCC4)nn23)cc1F;16.0
CHEMBL1807609;Mus musculus;O=C(NC[C@@H]1C[C@@H](F)CN1)c1ccc(-c2cnc3ccc(NCC4CC4)nn23)cc1F;0.26
CHEMBL1807446;Rattus norvegicus;Cc1ccc(C(=O)NC2CC2)cc1Nc1ncnn2cc(C(=O)c3ccccc3)c(C)c12;0.752
CHEMBL1807273;Rattus norvegicus;CN(C)[C@H]1CC[C@H](NC(=O)[C@@H](Cc2ccc(Cl)cc2)NC(=O)C2(c3ccc(F)cc3)CC2)CC1;0.035
CHEMBL1807053;Rattus norvegicus;CCC(CC)Nc1nc(C)c(-c2ccc(OC(F)(F)F)cc2OC)nc1OC;0.456
CHEMBL1806728;Rattus norvegicus;CCc1nc(-c2ccc(Cl)cc2Cl)c(CC)nc1NC(CC)CC;0.627
CHEMBL1802813;Mus musculus;C/C(=N\OCCN)c1ccc(Nc2c3ccccc3nc3occc23)cc1.Cl;1.905
CHEMBL1802740;Mus musculus;C/C(=N\OCCN)c1ccc(Nc2c3ccccc3nc3occ(Cl)c23)cc1;3.601
